,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
3835,Fungal infection,itching,nodal skin eruptions,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
3837,Gastroenteritis,vomiting,sunken eyes,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0
3839,Typhoid,chills,vomiting,fatigue,high fever,headache,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0,0
3840,Chicken pox,itching,skin rash,fatigue,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0,0
3841,Heart attack,vomiting,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,Drug Reaction,itching,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,Acne,skin rash,pus filled pimples,blackheads,scurring,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
3845,Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0
3846,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
3848,Heart attack,vomiting,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0
3850,Drug Reaction,itching,skin rash,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0
3851,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,0,0,0,0,0,0,0,0,0,0,0,0
3852,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,0,0,0,0,0,0,0,0,0
3853,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
3854,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
3855,GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0
3856,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0
3857,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0
3858,Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0
3859,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
3860,Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0
3861,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0,0
3862,Malaria,chills,vomiting,high fever,sweating,headache,nausea,muscle pain,0,0,0,0,0,0,0,0,0,0
3863,Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0
3864,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,unsteadiness,0,0,0,0,0,0,0,0,0,0,0,0
3865,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,0,0,0,0,0,0,0,0,0,0,0,0
3866,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
3867,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
3868,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0,0
3869,Allergy,continuous sneezing,chills,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,Drug Reaction,itching,skin rash,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0
3871,Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,0,0,0,0,0,0,0,0,0,0,0,0
3872,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
3873,Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,continuous feel of urine,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0
3875,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
3876,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
3877,Gastroenteritis,vomiting,sunken eyes,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
3879,Malaria,chills,vomiting,high fever,sweating,headache,nausea,muscle pain,0,0,0,0,0,0,0,0,0,0
3880,Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
3881,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
3882,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,0,0,0,0,0,0,0,0,0,0,0,0
3883,Urinary tract infection,burning micturition,bladder discomfort,continuous feel of urine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,0,0,0,0,0,0,0,0,0,0
3885,Peptic ulcer diseae,vomiting,indigestion,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0,0
3886,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0
3887,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,0,0,0,0,0,0,0,0,0
3888,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
3889,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
3890,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
3891,Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,AIDS,patches in throat,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,Migraine,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0,0
3895,Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0,0
3896,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0,0
3897,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
3898,hepatitis A,joint pain,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0,0
3899,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
3900,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
3901,Chicken pox,itching,skin rash,fatigue,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0,0
3902,Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
3904,Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,continuous feel of urine,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0
3906,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,0,0,0,0,0,0,0,0,0,0,0,0
3907,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0
3908,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0
3910,Allergy,continuous sneezing,shivering,chills,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
3912,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
3913,Migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0
3914,GERD,stomach pain,acidity,ulcers on tongue,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0,0
3915,Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0
3916,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0,0
3917,Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,0,0,0,0,0,0,0,0,0,0,0
3919,Hepatitis C,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0,0
3920,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,malaise,red spots over body,0,0,0,0,0,0,0
3921,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,0,0,0,0,0,0,0,0,0
3922,Migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,0,0,0,0,0,0,0,0,0
3923,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,0,0,0,0,0,0,0,0,0,0
3924,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0,0
3925,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
3926,Malaria,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0,0
3927,Gastroenteritis,vomiting,sunken eyes,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,Common Cold,continuous sneezing,chills,fatigue,cough,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,0
3929,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
3930,Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0
3931,Migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0
3932,Jaundice,itching,vomiting,fatigue,weight loss,high fever,dark urine,abdominal pain,0,0,0,0,0,0,0,0,0,0
3933,Pneumonia,chills,fatigue,cough,high fever,breathlessness,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0,0
3934,Heart attack,vomiting,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,GERD,stomach pain,acidity,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0,0
3937,Jaundice,itching,vomiting,fatigue,weight loss,yellowish skin,dark urine,abdominal pain,0,0,0,0,0,0,0,0,0,0
3938,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
3939,Common Cold,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,0
3940,Malaria,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0,0
3941,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
3942,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
3943,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0,0
3944,AIDS,muscle wasting,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,Dimorphic hemmorhoids(piles),constipation,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,Dengue,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0,0
3947,Allergy,continuous sneezing,shivering,chills,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0,0
3949,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0
3950,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
3951,Urinary tract infection,burning micturition,foul smell of urine,continuous feel of urine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
3953,GERD,stomach pain,acidity,ulcers on tongue,vomiting,chest pain,0,0,0,0,0,0,0,0,0,0,0,0
3954,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
3955,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0
3956,Drug Reaction,itching,skin rash,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0
3957,Arthritis,stiff neck,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0,0
3959,Acne,skin rash,pus filled pimples,blackheads,scurring,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,Migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,visual disturbances,0,0,0,0,0,0,0,0,0
3961,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
3962,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
3963,Osteoarthristis,joint pain,neck pain,hip joint pain,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
3964,Heart attack,vomiting,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
3966,Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
3969,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,0,0,0,0,0,0,0,0,0,0,0,0
3970,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
3971,Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,0,0,0,0,0,0,0,0,0,0
3973,Allergy,continuous sneezing,shivering,chills,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0
3975,Migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0,0
3976,AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0
3978,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
3979,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
3980,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0
3981,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,0,0,0,0,0,0,0,0,0,0,0,0
3982,Hypertension,headache,dizziness,loss of balance,lack of concentration,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
3984,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0
3985,GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0
3986,Heart attack,vomiting,breathlessness,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,Migraine,acidity,indigestion,headache,blurred and distorted vision,stiff neck,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0,0
3988,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,0,0,0,0,0,0,0,0,0,0,0
3989,Malaria,chills,vomiting,high fever,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0,0
3990,Hepatitis C,fatigue,yellowish skin,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0,0
3991,Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0
3992,GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0
3993,Acne,skin rash,pus filled pimples,blackheads,scurring,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
3996,Fungal infection,skin rash,nodal skin eruptions,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,0,0,0,0,0,0,0,0,0
3998,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0
3999,Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0
4000,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0
4001,Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0
4002,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0
4003,Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,continuous feel of urine,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
4005,AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0
4007,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
4008,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
4009,Peptic ulcer diseae,vomiting,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0,0
4010,hepatitis A,joint pain,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0,0
4011,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
4012,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0
4013,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0
4014,hepatitis A,joint pain,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0,0
4015,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
4016,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
4017,Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
4019,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
4020,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,0,0,0,0,0,0,0,0,0,0
4021,AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0
